     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1347.23	  -537.59	     0.03	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    59.94	 -1344.45	  -537.55	     0.03	    59.94	     2.78	     0.04	     0.00	     2.78	    46.42	     0.00
    80.24	 -1341.64	  -538.92	     0.03	    20.29	     2.80	    -1.37	    -0.00	     3.12	   153.80	    -0.03
   100.21	 -1353.40	  -543.31	     0.10	    19.98	   -11.76	    -4.40	     0.07	    12.55	  -628.36	     3.69
   120.30	 -1336.08	  -538.84	     0.03	    20.09	    17.32	     4.48	    -0.07	    17.89	   890.45	    -3.67
   200.33	 -1324.97	  -537.26	     0.12	    80.03	    11.10	     1.57	     0.09	    11.21	   140.13	     1.12
   242.22	 -1320.70	  -543.55	     0.19	    41.89	     4.28	    -6.28	     0.07	     7.60	   181.44	     1.76
   260.40	 -1315.95	  -536.43	     0.13	    18.19	     4.75	     7.12	    -0.06	     8.56	   470.58	    -3.36
   280.51	 -1311.07	  -537.06	     0.16	    20.11	     4.88	    -0.63	     0.03	     4.92	   244.63	     1.59
   301.58	 -1305.45	  -540.51	     0.26	    21.07	     5.62	    -3.44	     0.10	     6.59	   312.81	     4.63
   321.69	 -1299.92	  -538.31	     0.26	    20.10	     5.53	     2.20	    -0.00	     5.95	   295.81	    -0.01
   360.35	 -1294.35	  -538.94	     0.28	    38.66	     5.57	    -0.62	     0.02	     5.61	   145.03	     0.55
   380.61	 -1288.86	  -534.63	     0.22	    20.26	     5.49	     4.31	    -0.06	     6.98	   344.44	    -2.71
   401.59	 -1283.32	  -533.14	     0.24	    20.98	     5.54	     1.49	     0.01	     5.73	   273.31	     0.60
   421.80	 -1276.42	  -530.22	     0.24	    20.21	     6.90	     2.92	     0.00	     7.50	   370.96	     0.24
   460.35	 -1269.49	  -528.71	     0.27	    38.55	     6.93	     1.51	     0.03	     7.09	   183.89	     0.71
   480.28	 -1263.96	  -527.22	     0.28	    19.94	     5.54	     1.49	     0.01	     5.73	   287.53	     0.52
   501.05	 -1271.66	  -523.80	     0.23	    20.77	    -7.70	     3.41	    -0.05	     8.43	  -405.73	    -2.57
   521.62	 -1248.77	  -521.36	     0.26	    20.57	    22.90	     2.45	     0.04	    23.03	  1119.45	     1.83
   560.47	 -1241.80	  -522.67	     0.33	    38.85	     6.97	    -1.31	     0.07	     7.09	   182.56	     1.82
   581.37	 -1236.28	  -519.77	     0.36	    20.91	     5.51	     2.90	     0.02	     6.23	   297.87	     1.01
   601.45	 -1229.43	  -514.03	     0.31	    20.07	     6.85	     5.74	    -0.05	     8.94	   445.34	    -2.44
   640.34	 -1221.80	  -513.21	     0.36	    38.90	     7.63	     0.82	     0.06	     7.67	   197.24	     1.43
   660.42	 -1212.76	  -513.78	     0.42	    20.08	     9.04	    -0.57	     0.06	     9.06	   451.29	     3.01
   681.08	 -1205.91	  -508.04	     0.42	    20.66	     6.85	     5.74	     0.00	     8.94	   432.49	     0.00
   701.52	 -1200.38	  -506.55	     0.41	    20.44	     5.53	     1.49	    -0.01	     5.73	   280.30	    -0.44
   741.66	 -1193.50	  -502.22	     0.41	    40.14	     6.87	     4.33	    -0.00	     8.12	   202.41	    -0.12
   761.57	 -1183.78	  -502.08	     0.50	    19.91	     9.72	     0.14	     0.10	     9.72	   488.53	     4.83
   782.10	 -1178.30	  -497.77	     0.47	    20.54	     5.48	     4.31	    -0.03	     6.97	   339.63	    -1.46
   820.49	 -1171.42	  -493.44	     0.48	    38.39	     6.87	     4.33	     0.01	     8.12	   211.60	     0.26
   841.15	 -1161.70	  -493.30	     0.55	    20.65	     9.72	     0.14	     0.07	     9.72	   470.79	     3.39
   862.20	 -1157.67	  -485.48	     0.50	    21.05	     4.03	     7.81	    -0.06	     8.79	   417.68	    -2.84
   880.78	 -1149.42	  -480.43	     0.51	    18.57	     8.25	     5.06	     0.01	     9.68	   520.95	     0.59
   920.82	 -1143.91	  -477.53	     0.52	    40.04	     5.51	     2.90	     0.02	     6.22	   155.46	     0.46
   962.00	 -1128.75	  -470.25	     0.59	    41.18	    15.16	     7.27	     0.07	    16.81	   408.26	     1.65
   982.03	 -1120.52	  -464.49	     0.58	    20.04	     8.24	     5.76	    -0.01	    10.05	   501.69	    -0.70
  1020.87	 -1125.21	  -474.43	     0.65	    38.84	    -4.69	    -9.94	     0.08	    10.99	  -282.99	     1.95
  1041.87	 -1108.14	  -457.25	     0.59	    21.00	    17.07	    17.17	    -0.07	    24.21	  1153.15	    -3.26
