     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1348.57	  -540.43	     0.03	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    21.49	 -1347.19	  -539.70	     0.01	    21.49	     1.38	     0.72	    -0.01	     1.56	    72.51	    -0.56
    99.51	 -1338.86	  -538.87	     0.00	    78.02	     8.34	     0.83	    -0.01	     8.38	   107.36	    -0.14
   120.81	 -1336.06	  -540.24	     0.00	    21.30	     2.80	    -1.37	     0.00	     3.12	   146.52	     0.02
   140.94	 -1329.10	  -540.14	     0.00	    20.13	     6.95	     0.10	    -0.00	     6.95	   345.53	    -0.04
   180.08	 -1324.93	  -540.08	     0.03	    39.14	     4.17	     0.06	     0.02	     4.17	   106.61	     0.58
   200.37	 -1319.36	  -540.71	     0.04	    20.29	     5.57	    -0.62	     0.01	     5.61	   276.41	     0.61
   238.77	 -1313.11	  -539.91	     0.00	    38.40	     6.25	     0.80	    -0.04	     6.30	   163.95	    -0.92
   358.79	 -1277.63	  -541.52	     0.01	   120.02	    35.48	    -1.60	     0.01	    35.52	   295.96	     0.10
   380.47	 -1269.27	  -542.10	     0.03	    21.67	     8.35	    -0.58	     0.01	     8.37	   386.25	     0.54
   438.93	 -1252.59	  -542.56	     0.04	    58.46	    16.69	    -0.46	     0.01	    16.69	   285.56	     0.21
   459.14	 -1243.57	  -541.73	    -0.02	    20.21	     9.02	     0.84	    -0.06	     9.06	   448.23	    -2.89
   479.58	 -1235.92	  -541.62	    -0.04	    20.44	     7.64	     0.11	    -0.02	     7.64	   373.92	    -1.14
   571.14	 -1219.20	  -544.19	     0.00	    91.55	    16.72	    -2.58	     0.05	    16.92	   184.78	     0.51
   579.33	 -1208.09	  -544.03	     0.00	     8.19	    11.11	     0.16	    -0.00	    11.12	  1356.60	    -0.09
   600.45	 -1200.45	  -543.92	     0.03	    21.12	     7.64	     0.11	     0.02	     7.64	   361.85	     1.11
   639.33	 -1180.28	  -545.04	    -0.02	    38.88	    20.17	    -1.12	    -0.05	    20.20	   519.54	    -1.17
   660.27	 -1170.56	  -544.90	     0.00	    20.95	     9.72	     0.14	     0.02	     9.73	   464.31	     1.04
   739.12	 -1141.36	  -545.88	    -0.02	    78.85	    29.20	    -0.99	    -0.02	    29.21	   370.51	    -0.29
   780.91	 -1121.88	  -547.01	     0.00	    41.79	    19.47	    -1.13	     0.02	    19.51	   466.77	     0.55
   819.21	 -1113.54	  -547.59	     0.01	    38.30	     8.35	    -0.58	     0.01	     8.37	   218.50	     0.31
   961.51	 -1051.67	  -548.10	    -0.01	   142.31	    61.86	    -0.51	    -0.02	    61.86	   434.72	    -0.16
   981.75	 -1041.21	  -550.07	     0.00	    20.23	    10.46	    -1.96	     0.01	    10.64	   526.09	     0.57
  1021.72	 -1030.12	  -548.50	     0.00	    39.98	    11.10	     1.57	    -0.00	    11.21	   280.37	    -0.01
  1041.91	 -1020.36	  -549.76	     0.00	    20.18	     9.76	    -1.27	     0.00	     9.84	   487.51	     0.01
  1184.54	  -956.32	  -551.65	     0.00	   142.63	    64.04	    -1.89	     0.00	    64.07	   449.16	     0.00
  1263.86	  -936.04	  -557.01	     0.07	    79.32	    20.28	    -5.35	     0.07	    20.98	   264.48	     0.88
  1325.21	  -913.84	  -551.74	    -0.01	    61.35	    22.19	     5.27	    -0.08	    22.81	   371.82	    -1.34
  1424.50	  -862.24	  -553.11	    -0.02	    99.29	    51.60	    -1.37	    -0.01	    51.62	   519.88	    -0.10
  1444.96	  -851.06	  -554.36	    -0.02	    20.46	    11.18	    -1.25	    -0.00	    11.25	   550.02	    -0.00
  1464.88	  -840.59	  -554.21	    -0.02	    19.92	    10.46	     0.15	     0.00	    10.46	   525.34	     0.02
  1527.41	  -818.22	  -556.00	    -0.01	    62.54	    22.37	    -1.80	     0.01	    22.44	   358.88	     0.17
  1547.07	  -807.76	  -555.14	    -0.02	    19.66	    10.46	     0.86	    -0.01	    10.50	   533.93	    -0.60
  1567.29	  -795.86	  -556.39	     0.00	    20.22	    11.90	    -1.24	     0.02	    11.96	   591.65	     1.14
  1665.31	  -763.69	  -557.33	     0.00	    98.02	    32.18	    -0.95	    -0.00	    32.19	   328.42	    -0.00
  1685.28	  -753.87	  -558.61	     0.05	    19.97	     9.82	    -1.27	     0.05	     9.90	   495.64	     2.35
  1745.75	  -731.48	  -558.28	    -0.02	    60.47	    22.39	     0.32	    -0.07	    22.40	   370.33	    -1.14
  1846.65	  -689.39	  -560.51	     0.03	   100.90	    42.09	    -2.22	     0.04	    42.15	   417.74	     0.44
  1865.79	  -678.17	  -560.34	     0.00	    19.14	    11.22	     0.16	    -0.02	    11.22	   586.45	    -1.20
  1927.58	  -655.70	  -560.73	     0.01	    61.79	    22.47	    -0.38	     0.01	    22.47	   363.73	     0.19
  2127.19	  -561.24	  -568.60	     0.10	   199.61	    94.46	    -7.87	     0.08	    94.79	   474.86	     0.41
  2167.96	  -552.88	  -562.80	     0.00	    40.77	     8.35	     5.80	    -0.09	    10.17	   249.46	    -2.28
  2247.86	  -537.31	  -564.70	     0.06	    79.90	    15.57	    -1.91	     0.06	    15.68	   196.30	     0.71
  2326.78	  -511.88	  -564.34	     0.06	    78.92	    25.43	     0.36	    -0.00	    25.44	   322.31	    -0.00
  2366.86	  -501.83	  -572.02	     0.16	    40.08	    10.05	    -7.68	     0.10	    12.65	   315.57	     2.53
  2388.48	  -497.76	  -562.72	     0.04	    21.62	     4.06	     9.30	    -0.12	    10.15	   469.32	    -5.78
  2408.11	  -492.78	  -564.07	     0.06	    19.63	     4.98	    -1.35	     0.02	     5.16	   262.89	     1.11
  2446.89	  -490.65	  -564.75	     0.07	    38.78	     2.14	    -0.68	     0.01	     2.24	    57.84	     0.27
  2467.68	  -486.43	  -563.26	     0.05	    20.79	     4.22	     1.48	    -0.02	     4.47	   215.12	    -1.01
  2668.49	  -469.44	  -562.31	     0.04	   200.81	    16.98	     0.95	    -0.01	    17.01	    84.71	    -0.06
  2727.88	  -467.19	  -568.68	     0.14	    59.39	     2.25	    -6.37	     0.10	     6.76	   113.78	     1.70
  2748.41	  -481.38	  -567.46	     0.10	    20.54	   -14.19	     1.22	    -0.04	    14.24	  -693.40	    -1.90
  2769.05	  -466.51	  -567.25	     0.10	    20.64	    14.87	     0.22	    -0.00	    14.87	   720.67	    -0.14
  2849.53	  -465.91	  -561.55	     0.03	    80.48	     0.60	     5.70	    -0.07	     5.73	    71.22	    -0.87
