     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1344.45	  -537.55	    -0.02	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    18.81	 -1341.66	  -537.51	     0.03	    18.81	     2.79	     0.04	     0.05	     2.79	   148.34	     2.66
    38.78	 -1338.86	  -538.87	     0.03	    19.97	     2.80	    -1.36	     0.00	     3.11	   155.87	     0.00
   100.28	 -1333.88	  -545.85	     0.21	    61.50	     4.98	    -6.98	     0.18	     8.57	   139.42	     2.93
   118.83	 -1330.54	  -537.34	     0.66	    18.55	     3.34	     8.51	     0.45	     9.14	   492.83	    24.26
   139.10	 -1327.76	  -537.30	     0.07	    20.27	     2.78	     0.04	    -0.59	     2.78	   137.16	   -29.11
   199.13	 -1320.65	  -546.37	     0.23	    60.03	     7.11	    -9.07	     0.16	    11.52	   191.98	     2.67
   219.21	 -1316.64	  -536.44	     0.10	    20.08	     4.01	     9.93	    -0.13	    10.71	   533.32	    -6.47
   299.21	 -1302.67	  -540.47	     0.24	    80.00	    13.97	    -4.03	     0.14	    14.54	   181.75	     1.75
   319.69	 -1299.26	  -536.19	     0.20	    20.48	     3.41	     4.28	    -0.04	     5.47	   267.20	    -1.95
   339.73	 -1294.33	  -540.35	     0.28	    20.04	     4.93	    -4.16	     0.08	     6.45	   321.89	     3.99
   360.33	 -1288.77	  -540.27	     0.31	    20.60	     5.56	     0.08	     0.03	     5.56	   269.93	     1.46
   380.40	 -1284.75	  -531.04	     0.21	    20.07	     4.02	     9.23	    -0.10	    10.07	   501.62	    -4.98
   419.31	 -1279.18	  -531.67	     0.23	    38.91	     5.57	    -0.63	     0.02	     5.61	   144.06	     0.51
   440.41	 -1273.62	  -531.59	     0.27	    21.10	     5.56	     0.08	     0.04	     5.56	   263.53	     1.90
   479.14	 -1269.51	  -528.00	     0.25	    38.73	     4.11	     3.59	    -0.02	     5.46	   140.90	    -0.52
   500.09	 -1263.96	  -527.22	     0.25	    20.95	     5.55	     0.78	     0.00	     5.60	   267.52	     0.00
   520.31	 -1258.40	  -527.14	     0.28	    20.22	     5.56	     0.08	     0.03	     5.56	   275.00	     1.48
   540.29	 -1252.86	  -525.65	     0.28	    19.98	     5.54	     1.49	     0.00	     5.74	   287.13	     0.00
   560.50	 -1247.33	  -524.16	     0.31	    20.21	     5.53	     1.49	     0.03	     5.73	   283.39	     1.48
   600.48	 -1241.80	  -522.67	     0.33	    39.98	     5.53	     1.49	     0.02	     5.73	   143.25	     0.50
   620.55	 -1236.26	  -521.17	     0.33	    20.07	     5.54	     1.50	     0.00	     5.74	   285.97	     0.00
   640.66	 -1230.70	  -521.09	     0.38	    20.11	     5.56	     0.08	     0.05	     5.56	   276.51	     2.49
   679.45	 -1223.80	  -518.17	     0.38	    38.79	     6.90	     2.92	     0.00	     7.49	   193.15	     0.00
   700.40	 -1218.27	  -516.68	     0.40	    20.95	     5.53	     1.49	     0.02	     5.73	   273.38	     0.95
   720.44	 -1214.17	  -512.39	     0.38	    20.04	     4.10	     4.29	    -0.02	     5.93	   296.12	    -1.00
   740.44	 -1207.20	  -513.70	     0.43	    20.00	     6.97	    -1.31	     0.05	     7.09	   354.60	     2.50
   779.21	 -1201.70	  -510.80	     0.45	    38.77	     5.50	     2.90	     0.02	     6.22	   160.37	     0.52
   799.77	 -1196.91	  -506.50	     0.40	    20.56	     4.79	     4.30	    -0.05	     6.44	   313.08	    -2.43
   820.48	 -1189.27	  -506.39	     0.48	    20.71	     7.64	     0.11	     0.08	     7.64	   368.94	     3.86
   840.53	 -1183.73	  -504.90	     0.49	    20.05	     5.54	     1.49	     0.01	     5.74	   286.13	     0.50
   880.17	 -1178.22	  -502.00	     0.47	    39.64	     5.51	     2.90	    -0.02	     6.23	   157.08	    -0.50
   900.30	 -1174.15	  -496.30	     0.45	    20.13	     4.07	     5.70	    -0.02	     7.00	   347.93	    -0.99
   921.52	 -1167.23	  -494.79	     0.50	    21.22	     6.92	     1.51	     0.05	     7.08	   333.78	     2.36
   959.40	 -1163.14	  -490.50	     0.47	    37.88	     4.09	     4.29	    -0.03	     5.93	   156.47	    -0.79
   979.57	 -1156.18	  -491.10	     0.55	    20.17	     6.96	    -0.60	     0.08	     6.99	   346.35	     3.97
  1021.11	 -1145.23	  -481.78	     0.52	    41.54	    10.95	     9.32	    -0.03	    14.38	   346.16	    -0.72
  1059.51	 -1138.28	  -481.67	     0.59	    38.40	     6.95	     0.11	     0.07	     6.95	   181.01	     1.82
  1079.92	 -1134.21	  -475.97	     0.57	    20.41	     4.07	     5.70	    -0.02	     7.00	   343.16	    -0.98
  1121.21	 -1123.21	  -469.46	     0.60	    41.29	    11.00	     6.51	     0.03	    12.78	   309.57	     0.73
  1161.30	 -1117.74	  -464.45	     0.58	    40.09	     5.47	     5.01	    -0.02	     7.42	   185.02	    -0.50
  1182.05	 -1110.11	  -463.63	     0.65	    20.75	     7.63	     0.82	     0.07	     7.67	   369.83	     3.37
  1202.45	 -1106.75	  -457.23	     0.60	    20.40	     3.36	     6.40	    -0.05	     7.23	   354.33	    -2.45
  1241.16	 -1102.63	  -454.35	     0.62	    38.71	     4.12	     2.88	     0.02	     5.03	   129.86	     0.52
  1262.09	 -1097.15	  -450.04	     0.64	    20.93	     5.48	     4.31	     0.02	     6.97	   333.10	     0.96
  1282.10	 -1091.64	  -447.13	     0.67	    20.01	     5.51	     2.91	     0.03	     6.23	   311.41	     1.50
  1302.41	 -1086.13	  -444.23	     0.68	    20.31	     5.51	     2.90	     0.01	     6.23	   306.58	     0.49
  1383.01	 -1071.10	  -429.90	     0.71	    80.60	    15.03	    14.33	     0.03	    20.77	   257.65	     0.37
  1402.99	 -1068.39	  -425.63	     0.67	    19.98	     2.71	     4.27	    -0.04	     5.06	   253.12	    -2.00
  1441.84	 -1061.50	  -422.70	     0.75	    38.85	     6.89	     2.93	     0.08	     7.49	   192.72	     2.06
  1462.07	 -1057.43	  -417.00	     0.75	    20.23	     4.07	     5.70	     0.00	     7.00	   346.21	     0.00
  1483.08	 -1051.92	  -414.09	     0.74	    21.01	     5.51	     2.91	    -0.01	     6.23	   296.58	    -0.48
  1504.02	 -1046.44	  -409.77	     0.79	    20.94	     5.48	     4.32	     0.05	     6.98	   333.24	     2.39
  1542.49	 -1043.78	  -402.68	     0.76	    38.47	     2.66	     7.09	    -0.03	     7.57	   196.84	    -0.78
  1584.44	 -1034.20	  -394.06	     0.78	    41.95	     9.58	     8.62	     0.02	    12.89	   307.20	     0.48
  1604.48	 -1028.69	  -391.16	     0.81	    20.04	     5.51	     2.90	     0.03	     6.23	   310.71	     1.50
  1644.00	 -1023.21	  -386.84	     0.86	    39.52	     5.48	     4.32	     0.05	     6.98	   176.57	     1.27
  1664.13	 -1017.75	  -381.11	     0.86	    20.13	     5.46	     5.73	     0.00	     7.91	   393.19	     0.00
  1686.07	 -1016.47	  -374.74	     0.83	    21.94	     1.28	     6.37	    -0.03	     6.50	   296.14	    -1.37
  1706.41	 -1011.00	  -369.71	     0.86	    20.34	     5.47	     5.03	     0.03	     7.43	   365.35	     1.47
  1766.23	 -1001.44	  -359.68	     0.88	    59.82	     9.56	    10.03	     0.02	    13.86	   231.63	     0.33
  1786.12	  -997.34	  -355.38	     0.92	    19.89	     4.10	     4.30	     0.04	     5.94	   298.71	     2.01
  1824.11	  -994.69	  -348.28	     0.91	    37.99	     2.65	     7.10	    -0.01	     7.58	   199.48	    -0.26
