     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1347.18	  -540.41	     0.07	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    20.34	 -1343.73	  -538.95	    -0.02	    20.34	     3.46	     1.46	    -0.09	     3.75	   184.46	    -4.58
    40.36	 -1341.64	  -538.92	     0.00	    20.03	     2.09	     0.03	     0.02	     2.09	   104.17	     1.14
   121.25	 -1333.27	  -540.20	     0.03	    80.88	     8.37	    -1.29	     0.02	     8.47	   104.68	     0.29
   159.51	 -1323.56	  -538.65	     0.00	    38.26	     9.71	     1.55	    -0.02	     9.84	   257.08	    -0.62
   179.73	 -1319.37	  -540.00	     0.03	    20.22	     4.19	    -1.35	     0.02	     4.41	   217.91	     1.15
   239.51	 -1305.46	  -539.80	     0.00	    59.79	    13.90	     0.20	    -0.02	    13.91	   232.60	    -0.38
   260.28	 -1297.12	  -539.68	     0.03	    20.77	     8.34	     0.12	     0.02	     8.34	   401.65	     1.14
   280.78	 -1290.85	  -540.30	    -0.01	    20.50	     6.27	    -0.61	    -0.04	     6.30	   307.20	    -1.71
   339.52	 -1274.86	  -540.77	    -0.02	    58.74	    16.00	    -0.47	    -0.01	    16.00	   272.44	    -0.19
   360.86	 -1267.89	  -542.08	     0.03	    21.33	     6.97	    -1.31	     0.05	     7.09	   332.55	     2.13
   381.03	 -1259.55	  -541.96	     0.03	    20.18	     8.34	     0.12	     0.00	     8.34	   413.34	     0.01
   419.59	 -1252.60	  -541.86	     0.00	    38.56	     6.95	     0.10	    -0.02	     6.95	   180.21	    -0.60
   461.25	 -1235.23	  -541.61	    -0.02	    41.66	    17.37	     0.25	    -0.02	    17.37	   416.95	    -0.55
   503.31	 -1215.07	  -542.02	    -0.03	    42.05	    20.16	    -0.41	    -0.01	    20.16	   479.44	    -0.28
   541.57	 -1208.09	  -544.03	     0.00	    38.26	     6.98	    -2.01	     0.03	     7.27	   189.93	     0.91
   581.69	 -1190.03	  -543.77	     0.00	    40.12	    18.06	     0.26	     0.00	    18.06	   450.21	     0.00
   603.35	 -1180.30	  -543.63	     0.03	    21.67	     9.72	     0.14	     0.02	     9.73	   448.85	     1.04
   683.23	 -1151.11	  -544.61	     0.00	    79.87	    29.20	    -0.99	    -0.02	    29.21	   365.74	    -0.28
