     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1349.97	  -540.45	     0.03	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    20.70	 -1348.57	  -540.43	     0.03	    20.70	     1.39	     0.02	     0.00	     1.39	    67.22	     0.03
    59.54	 -1349.27	  -540.44	     0.03	    38.84	    -0.70	    -0.01	    -0.00	     0.70	   -17.91	    -0.01
    79.23	 -1348.57	  -540.43	     0.03	    19.70	     0.70	     0.01	     0.00	     0.70	    35.31	     0.01
   120.73	 -1349.98	  -539.74	    -0.01	    41.50	    -1.40	     0.68	    -0.03	     1.56	   -37.61	    -0.82
   139.17	 -1363.09	  -546.27	     0.10	    18.43	   -13.11	    -6.53	     0.11	    14.65	  -794.94	     5.75
   159.18	 -1347.18	  -540.41	     0.03	    20.01	    15.91	     5.87	    -0.07	    16.96	   847.37	    -3.58
   179.54	 -1347.18	  -540.41	     0.03	    20.36	     0.00	     0.00	    -0.00	     0.00	     0.00	    -0.03
   200.75	 -1344.40	  -540.37	     0.08	    21.21	     2.78	     0.04	     0.05	     2.78	   131.18	     2.38
   239.35	 -1342.95	  -543.87	     0.12	    38.60	     1.45	    -3.50	     0.05	     3.79	    98.22	     1.24
   301.78	 -1337.34	  -546.61	     0.20	    62.42	     5.61	    -2.74	     0.07	     6.24	   100.00	     1.16
   319.29	 -1333.22	  -543.73	     0.18	    17.51	     4.13	     2.88	    -0.02	     5.03	   287.31	    -1.07
   339.86	 -1330.50	  -539.46	     0.15	    20.57	     2.71	     4.27	    -0.03	     5.06	   245.88	    -1.42
   380.19	 -1326.19	  -547.86	     0.34	    40.32	     4.31	    -8.40	     0.19	     9.44	   234.10	     4.75
   401.66	 -1318.03	  -536.46	     0.19	    21.47	     8.16	    11.40	    -0.15	    14.02	   652.86	    -6.88
   439.70	 -1313.19	  -534.98	     0.19	    38.05	     4.84	     1.48	     0.00	     5.07	   133.13	     0.05
   460.64	 -1309.74	  -533.52	     0.24	    20.94	     3.45	     1.46	     0.05	     3.75	   179.05	     2.21
   480.74	 -1304.17	  -533.44	     0.25	    20.09	     5.56	     0.08	     0.01	     5.56	   276.80	     0.52
   519.83	 -1298.59	  -534.77	     0.32	    39.09	     5.58	    -1.33	     0.07	     5.74	   146.83	     1.72
   539.78	 -1293.05	  -533.28	     0.32	    19.95	     5.54	     1.49	     0.00	     5.73	   287.43	     0.00
   559.96	 -1288.96	  -528.28	     0.29	    20.18	     4.09	     4.99	    -0.03	     6.45	   319.85	    -1.47
   599.31	 -1283.44	  -526.09	     0.31	    39.35	     5.52	     2.19	     0.02	     5.94	   151.09	     0.58
