     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1349.97	  -540.45	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   140.59	 -1333.30	  -538.79	     0.05	   140.59	    16.67	     1.65	     0.04	    16.75	   119.15	     0.32
   180.07	 -1322.14	  -540.75	     0.10	    39.48	    11.16	    -1.95	     0.05	    11.33	   286.99	     1.34
   244.15	 -1302.73	  -536.94	     0.12	    64.08	    19.41	     3.81	     0.02	    19.78	   308.63	     0.31
   280.07	 -1294.30	  -541.76	     0.25	    35.93	     8.42	    -4.81	     0.13	     9.70	   270.02	     3.51
   353.09	 -1272.06	  -541.43	     0.31	    73.02	    22.24	     0.32	     0.06	    22.24	   304.61	     0.82
   380.16	 -1263.86	  -532.85	     0.20	    27.06	     8.20	     8.58	    -0.10	    11.87	   438.50	    -3.87
   400.35	 -1255.46	  -536.96	     0.31	    20.20	     8.41	    -4.11	     0.10	     9.36	   463.32	     5.19
   460.08	 -1238.84	  -533.20	     0.29	    59.73	    16.62	     3.77	    -0.02	    17.04	   285.25	    -0.28
   480.33	 -1229.20	  -528.12	     0.26	    20.25	     9.64	     5.07	    -0.03	    10.90	   538.16	    -1.30
   500.44	 -1219.50	  -526.57	     0.29	    20.11	     9.70	     1.55	     0.03	     9.83	   488.53	     1.37
   542.06	 -1200.13	  -521.35	     0.31	    41.62	    19.37	     5.22	     0.02	    20.06	   481.94	     0.58
   580.54	 -1191.81	  -520.53	     0.33	    38.48	     8.32	     0.83	     0.02	     8.36	   217.36	     0.50
   600.66	 -1182.19	  -514.04	     0.26	    20.12	     9.62	     6.48	    -0.08	    11.60	   576.53	    -3.79
   620.58	 -1172.41	  -517.42	     0.38	    19.92	     9.78	    -3.38	     0.12	    10.35	   519.64	     5.94
   661.57	 -1164.19	  -510.25	     0.30	    40.99	     8.21	     7.17	    -0.08	    10.90	   266.00	    -1.93
   681.62	 -1154.49	  -508.70	     0.33	    20.05	     9.70	     1.55	     0.03	     9.82	   490.00	     1.51
   702.05	 -1143.42	  -506.42	     0.35	    20.43	    11.08	     2.28	     0.02	    11.31	   553.53	     1.21
   722.27	 -1135.12	  -504.19	     0.36	    20.22	     8.30	     2.24	     0.01	     8.59	   424.98	     0.53
   760.71	 -1125.42	  -502.63	     0.39	    38.44	     9.70	     1.55	     0.03	     9.82	   255.55	     0.77
   781.99	 -1115.79	  -496.85	     0.37	    21.29	     9.63	     5.78	    -0.02	    11.23	   527.58	    -1.11
   820.68	 -1104.70	  -495.28	     0.40	    38.69	    11.09	     1.57	     0.03	    11.20	   289.50	     0.83
   840.79	 -1096.46	  -489.51	     0.36	    20.11	     8.24	     5.76	    -0.04	    10.05	   499.84	    -1.89
   861.09	 -1085.33	  -490.76	     0.45	    20.30	    11.14	    -1.24	     0.08	    11.21	   552.24	     4.08
   902.35	 -1074.31	  -484.95	     0.44	    41.27	    11.02	     5.81	    -0.00	    12.45	   301.78	    -0.05
   920.57	 -1066.05	  -480.60	     0.43	    18.22	     8.26	     4.35	    -0.02	     9.34	   512.70	    -1.00
   941.04	 -1053.59	  -477.59	     0.43	    20.47	    12.46	     3.01	     0.01	    12.81	   626.07	     0.31
   961.24	 -1045.32	  -473.24	     0.45	    20.20	     8.26	     4.36	     0.01	     9.34	   462.40	     0.69
  1003.73	 -1026.04	  -463.07	     0.43	    42.49	    19.28	    10.17	    -0.01	    21.80	   513.08	    -0.26
  1042.20	 -1016.38	  -458.69	     0.44	    38.47	     9.66	     4.38	     0.01	    10.60	   275.65	     0.24
  1062.40	 -1006.71	  -455.01	     0.43	    20.20	     9.67	     3.67	    -0.02	    10.34	   512.14	    -0.83
  1102.04	  -995.68	  -449.91	     0.43	    39.64	    11.04	     5.11	     0.01	    12.16	   306.78	     0.19
  1121.28	  -984.60	  -446.91	     0.50	    19.24	    11.08	     2.99	     0.06	    11.47	   596.33	     3.16
  1141.96	  -974.97	  -441.12	     0.47	    20.68	     9.64	     5.79	    -0.03	    11.24	   543.58	    -1.48
  1162.45	  -963.90	  -437.42	     0.50	    20.49	    11.07	     3.70	     0.03	    11.67	   569.46	     1.51
  1183.29	  -955.64	  -432.35	     0.51	    20.84	     8.26	     5.07	     0.01	     9.69	   465.00	     0.45
  1222.22	  -945.30	  -426.54	     0.50	    38.92	    10.34	     5.81	    -0.00	    11.86	   304.62	    -0.11
  1242.96	  -935.62	  -422.86	     0.51	    20.74	     9.68	     3.68	     0.01	    10.36	   499.31	     0.44
  1262.36	  -922.44	  -420.53	     0.61	    19.40	    13.19	     2.33	     0.10	    13.39	   690.24	     5.19
  1301.21	  -915.61	  -412.66	     0.53	    38.86	     6.82	     7.87	    -0.08	    10.42	   268.17	    -2.18
  1321.42	  -905.95	  -407.56	     0.54	    20.20	     9.66	     5.10	     0.01	    10.92	   540.63	     0.49
  1341.48	  -894.89	  -403.15	     0.57	    20.06	    11.07	     4.42	     0.03	    11.92	   594.06	     1.54
  1361.43	  -885.25	  -396.63	     0.55	    19.95	     9.64	     6.51	    -0.02	    11.63	   583.12	    -0.90
  1401.36	  -877.00	  -390.14	     0.56	    39.93	     8.25	     6.49	     0.01	    10.50	   262.86	     0.16
  1422.34	  -865.92	  -385.72	     0.61	    20.98	    11.08	     4.42	     0.06	    11.92	   568.28	     2.65
  1463.72	  -848.00	  -374.12	     0.59	    41.37	    17.93	    11.60	    -0.02	    21.35	   516.10	    -0.60
  1501.51	  -836.94	  -368.28	     0.59	    37.79	    11.06	     5.84	     0.01	    12.51	   330.93	     0.14
  1543.33	  -817.63	  -355.23	     0.62	    41.82	    19.31	    13.05	     0.03	    23.31	   557.39	     0.63
  1581.55	  -809.32	  -350.84	     0.66	    38.23	     8.30	     4.38	     0.04	     9.39	   245.59	     1.16
  1601.52	  -798.98	  -343.59	     0.68	    19.97	    10.35	     7.25	     0.02	    12.64	   632.76	     0.84
  1621.71	  -789.30	  -337.76	     0.65	    20.19	     9.68	     5.83	    -0.03	    11.30	   559.69	    -1.42
  1642.67	  -781.72	  -331.26	     0.62	    20.96	     7.57	     6.50	    -0.03	     9.98	   476.23	    -1.41
  1681.52	  -771.33	  -326.13	     0.66	    38.86	    10.40	     5.14	     0.03	    11.60	   298.42	     0.89
  1702.23	  -763.07	  -318.19	     0.65	    20.71	     8.25	     7.93	    -0.01	    11.45	   552.72	    -0.44
  1722.14	  -754.09	  -311.66	     0.65	    19.91	     8.98	     6.53	     0.00	    11.10	   557.79	     0.13
  1762.03	  -744.40	  -305.82	     0.66	    39.88	     9.70	     5.84	     0.01	    11.32	   283.79	     0.34
  1781.72	  -734.70	  -299.98	     0.72	    19.69	     9.70	     5.84	     0.06	    11.32	   574.89	     3.15
  1802.04	  -727.15	  -291.34	     0.67	    20.32	     7.55	     8.64	    -0.06	    11.48	   564.89	    -2.71
  1845.38	  -709.86	  -278.26	     0.69	    43.34	    17.29	    13.08	     0.03	    21.68	   500.15	     0.59
  1882.55	  -701.59	  -269.60	     0.69	    37.17	     8.26	     8.66	    -0.00	    11.97	   322.11	    -0.10
  1902.80	  -691.88	  -263.74	     0.74	    20.26	     9.72	     5.86	     0.05	    11.35	   560.13	     2.54
