     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1726.08	  -934.61	    -0.02	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    23.15	 -1726.07	  -936.04	     0.01	    23.15	     0.01	    -1.43	     0.03	     1.43	   -61.77	     1.30
    40.08	 -1726.08	  -935.32	     0.56	    16.93	    -0.01	     0.72	     0.55	     0.72	    42.53	    32.49
   119.82	 -1722.55	  -934.55	     0.21	    79.74	     3.53	     0.77	    -0.35	     3.61	    45.31	    -4.39
   220.60	 -1727.72	  -904.73	    -0.04	   100.78	    -5.17	    29.82	    -0.25	    30.26	  -300.31	    -2.48
   240.10	 -1709.12	  -936.43	     0.44	    19.50	    18.60	   -31.70	     0.48	    36.75	  1884.82	    24.62
   260.09	 -1674.57	  -939.36	     2.36	    19.99	    34.55	    -2.93	     1.92	    34.67	 -1734.57	    96.05
   280.07	 -1700.67	  -934.84	     0.21	    19.98	   -26.10	     4.52	    -2.15	    26.49	 -1325.75	  -107.61
   320.17	 -1696.47	  -930.49	     0.16	    40.10	     4.20	     4.35	    -0.05	     6.05	   150.79	    -1.25
   340.63	 -1692.21	  -934.68	     0.27	    20.46	     4.26	    -4.19	     0.11	     5.98	   292.05	     5.38
   381.10	 -1680.94	  -933.05	     0.35	    40.47	    11.27	     1.63	     0.08	    11.39	   281.38	     1.98
   421.08	 -1675.37	  -923.68	     0.25	    39.98	     5.57	     9.37	    -0.10	    10.90	   272.65	    -2.50
   441.10	 -1669.74	  -922.87	     0.28	    20.02	     5.63	     0.81	     0.03	     5.69	   284.11	     1.50
   462.10	 -1664.12	  -921.34	     0.48	    21.00	     5.62	     1.53	     0.20	     5.82	   277.36	     9.52
   502.23	 -1657.08	  -921.21	     0.36	    40.13	     7.04	     0.13	    -0.12	     7.04	   175.46	    -2.99
   521.10	 -1651.48	  -916.84	     0.33	    18.87	     5.60	     4.37	    -0.03	     7.10	   376.43	    -1.59
   542.08	 -1643.74	  -916.70	     0.46	    20.98	     7.74	     0.14	     0.13	     7.74	   368.98	     6.20
   562.28	 -1639.54	  -914.48	     0.41	    20.20	     4.20	     2.22	    -0.05	     4.75	   235.18	    -2.48
   583.05	 -1631.81	  -913.63	     0.62	    20.77	     7.73	     0.85	     0.21	     7.78	   374.41	    10.11
   621.17	 -1626.23	  -907.84	     0.54	    38.12	     5.58	     5.79	    -0.08	     8.04	   210.94	    -2.10
   641.45	 -1619.22	  -906.29	     0.52	    20.28	     7.01	     1.55	    -0.02	     7.18	   354.01	    -0.99
   661.88	 -1613.63	  -901.92	     0.51	    20.43	     5.59	     4.37	    -0.01	     7.10	   347.30	    -0.49
   682.32	 -1606.63	  -898.95	     0.55	    20.44	     7.00	     2.97	     0.04	     7.60	   372.02	     1.96
   721.67	 -1599.64	  -895.27	     0.57	    39.35	     6.99	     3.68	     0.02	     7.90	   200.75	     0.51
   742.21	 -1594.08	  -888.77	     0.54	    20.54	     5.56	     6.50	    -0.03	     8.55	   416.43	    -1.46
   783.11	 -1581.50	  -882.87	     0.64	    40.90	    12.58	     5.90	     0.10	    13.89	   339.73	     2.44
   843.47	 -1568.97	  -872.70	     0.65	    60.36	    12.53	    10.17	     0.01	    16.14	   267.36	     0.17
   863.36	 -1562.00	  -868.32	     0.67	    19.89	     6.97	     4.38	     0.02	     8.23	   413.87	     1.01
   902.17	 -1540.63	  -836.01	    -0.59	    38.81	    21.37	    32.31	    -1.26	    38.74	  -998.14	   -32.47
   943.75	 -1542.51	  -855.21	     0.79	    41.58	    -1.88	   -19.20	     1.38	    19.29	  -463.97	    33.19
   981.67	 -1539.79	  -848.06	     0.73	    37.92	     2.72	     7.15	    -0.06	     7.65	   201.74	    -1.58
  1002.73	 -1532.81	  -845.11	     0.81	    21.06	     6.98	     2.95	     0.08	     7.58	   359.82	     3.80
  1023.01	 -1527.30	  -836.50	     0.79	    20.28	     5.51	     8.61	    -0.02	    10.22	   504.05	    -0.99
  1063.07	 -1524.55	  -832.20	     0.79	    40.06	     2.75	     4.30	     0.00	     5.10	   127.41	     0.00
  1082.08	 -1516.21	  -826.39	     0.84	    19.01	     8.34	     5.81	     0.05	    10.16	   534.68	     2.63
  1103.31	 -1512.08	  -820.64	     0.84	    21.23	     4.13	     5.75	     0.00	     7.08	   333.47	     0.00
  1162.01	 -1613.72	  -891.96	     0.71	    58.70	  -101.64	   -71.32	    -0.13	   124.17	 -2115.27	    -2.21
  1182.09	 -1616.57	  -887.74	     0.70	    20.08	    -2.85	     4.22	    -0.01	     5.09	   253.60	    -0.50
  1242.73	 -1616.67	  -876.36	     0.69	    60.64	    -0.10	    11.38	    -0.01	    11.38	   187.67	    -0.16
  1302.76	 -1472.14	  -768.99	     1.03	    60.03	   144.53	   107.37	     0.34	   180.05	  2999.30	     5.66
  1322.38	 -1468.02	  -763.26	     1.04	    19.62	     4.12	     5.73	     0.01	     7.06	   359.71	     0.51
  1343.48	 -1462.52	  -756.80	     1.09	    21.10	     5.50	     6.46	     0.05	     8.48	   402.09	     2.37
  1427.08	 -1452.31	  -736.13	     1.12	    83.60	    10.21	    20.67	     0.03	    23.05	   275.77	     0.36
  1462.30	 -1451.74	  -726.21	     1.09	    35.22	     0.57	     9.92	    -0.03	     9.94	   282.12	    -0.85
  1483.29	 -1446.24	  -720.47	     1.16	    20.99	     5.50	     5.74	     0.07	     7.95	   378.74	     3.33
  1525.08	 -1438.06	  -706.21	     1.23	    41.79	     8.18	    14.26	     0.07	    16.44	   393.39	     1.68
  1562.25	 -1436.78	  -697.71	     1.18	    37.17	     1.28	     8.50	    -0.05	     8.60	   231.26	    -1.35
  1603.01	 -1436.91	  -687.81	     1.19	    40.76	    -0.13	     9.90	     0.01	     9.90	   242.91	     0.25
  1626.45	 -1431.41	  -682.08	     1.28	    23.44	     5.50	     5.73	     0.09	     7.94	   338.84	     3.84
  1682.67	 -1423.41	  -656.53	     1.32	    56.22	     8.00	    25.55	     0.04	    26.77	   476.22	     0.71
  1703.28	 -1424.90	  -649.49	     1.29	    20.61	    -1.49	     7.04	    -0.03	     7.20	   349.15	    -1.46
  1742.32	 -1420.84	  -640.95	     1.34	    39.04	     4.06	     8.54	     0.05	     9.46	   242.21	     1.28
  1783.30	 -1416.89	  -625.36	     1.37	    40.98	     3.95	    15.59	     0.03	    16.08	   392.45	     0.73
  1803.59	 -1417.02	  -616.90	     1.37	    20.29	    -0.13	     8.46	     0.00	     8.46	   417.00	     0.00
  1883.36	 -1413.20	  -592.85	     1.43	    79.77	     3.82	    24.05	     0.06	    24.35	   305.27	     0.75
  1904.11	 -1408.45	  -584.31	     1.51	    20.75	     4.75	     8.54	     0.08	     9.77	   470.94	     3.86
  1943.12	 -1410.67	  -575.88	     1.47	    39.01	    -2.22	     8.43	    -0.04	     8.72	   223.47	    -1.03
  2002.79	 -1413.72	  -558.99	     1.46	    59.67	    -3.05	    16.89	    -0.01	    17.16	   287.63	    -0.17
  2023.54	 -1407.58	  -550.44	     1.53	    20.75	     6.14	     8.55	     0.07	    10.53	   507.29	     3.37
  2083.22	 -1406.46	  -533.50	     1.62	    59.68	     1.12	    16.94	     0.09	    16.98	   284.47	     1.51
  2102.94	 -1406.57	  -526.45	     1.60	    19.72	    -0.11	     7.05	    -0.02	     7.05	   357.55	    -1.01
  2123.15	 -1406.71	  -517.99	     1.65	    20.21	    -0.14	     8.46	     0.05	     8.46	   418.66	     2.47
  2164.19	 -1406.94	  -503.89	     1.65	    41.04	    -0.23	    14.10	     0.00	    14.10	   343.61	     0.00
  2184.45	 -1407.03	  -498.25	     1.68	    20.26	    -0.09	     5.64	     0.03	     5.64	   278.42	     1.48
  2223.40	 -1407.12	  -492.61	     1.69	    38.95	    -0.09	     5.64	     0.01	     5.64	   144.82	     0.26
  2263.01	 -1407.24	  -485.56	     1.69	    39.61	    -0.12	     7.05	     0.00	     7.05	   178.01	     0.00
  2282.92	 -1408.68	  -482.76	     1.67	    19.91	    -1.44	     2.80	    -0.02	     3.15	   158.14	    -1.00
  2302.96	 -1407.38	  -477.11	     1.74	    20.04	     1.30	     5.65	     0.07	     5.80	   289.30	     3.49
  2342.95	 -1408.82	  -474.31	     1.73	    39.99	    -1.44	     2.80	    -0.01	     3.15	    78.73	    -0.25
  2363.05	 -1410.28	  -470.10	     1.69	    20.10	    -1.46	     4.21	    -0.04	     4.46	   221.69	    -1.99
  2402.95	 -1408.94	  -467.26	     1.72	    39.90	     1.34	     2.84	     0.03	     3.14	    78.70	     0.75
  2424.40	 -1410.40	  -463.05	     1.71	    21.45	    -1.46	     4.21	    -0.01	     4.46	   207.74	    -0.47
  2444.45	 -1410.45	  -460.23	     1.74	    20.05	    -0.05	     2.82	     0.03	     2.82	   140.67	     1.50
  2464.69	 -1411.86	  -458.84	     1.71	    20.24	    -1.41	     1.39	    -0.03	     1.98	    97.82	    -1.48
  2504.15	 -1411.89	  -457.43	     1.71	    39.46	    -0.03	     1.41	     0.00	     1.41	    35.74	     0.00
  2524.47	 -1427.05	  -425.92	     0.36	    20.32	   -15.16	    31.51	    -1.35	    34.97	 -1720.83	   -66.44
  2546.11	 -1411.93	  -454.61	     1.73	    21.64	    15.12	   -28.69	     1.37	    32.43	 -1498.63	    63.31
  2566.08	 -1410.56	  -453.18	     1.74	    19.97	     1.37	     1.43	     0.01	     1.98	    99.17	     0.50
  2605.98	 -1411.96	  -453.20	     1.71	    39.90	    -1.40	    -0.02	    -0.03	     1.40	   -35.09	    -0.75
  2625.97	 -1412.68	  -451.80	     1.70	    19.99	    -0.72	     1.40	    -0.01	     1.57	    78.75	    -0.50
  2646.81	 -1411.98	  -451.79	     1.71	    20.84	     0.70	     0.01	     0.01	     0.70	   -33.59	     0.48
