     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1349.97	  -540.45	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    21.28	 -1349.98	  -539.74	     0.01	    21.28	    -0.01	     0.71	     0.01	     0.71	   -33.37	     0.47
    41.22	 -1348.57	  -540.43	     0.03	    19.94	     1.41	    -0.69	     0.02	     1.57	    78.73	     1.00
    80.01	 -1347.18	  -540.41	     0.03	    38.79	     1.39	     0.02	     0.00	     1.39	    35.84	     0.00
   143.01	 -1341.62	  -540.33	     0.03	    63.00	     5.56	     0.08	     0.00	     5.56	    88.26	     0.00
   160.03	 -1340.23	  -540.30	     0.00	    17.02	     1.39	     0.03	    -0.03	     1.39	    81.69	    -1.76
   181.33	 -1336.06	  -540.24	     0.00	    21.30	     4.17	     0.06	     0.00	     4.17	   195.79	     0.00
   201.48	 -1346.34	  -549.56	     0.14	    20.15	   -10.28	    -9.32	     0.14	    13.88	  -688.63	     6.95
   221.81	 -1327.71	  -540.12	     0.00	    20.33	    18.63	     9.44	    -0.14	    20.89	  1027.31	    -6.89
   300.79	 -1319.37	  -540.00	     0.03	    78.98	     8.34	     0.12	     0.03	     8.34	   105.61	     0.38
   340.04	 -1309.63	  -539.86	     0.03	    39.25	     9.74	     0.14	     0.00	     9.74	   248.18	     0.00
   400.06	 -1291.55	  -540.31	     0.04	    60.02	    18.08	    -0.45	     0.01	    18.09	   301.33	     0.17
   460.00	 -1280.44	  -539.44	     0.03	    59.94	    11.11	     0.87	    -0.01	    11.14	   185.92	    -0.17
   480.08	 -1274.88	  -539.36	     0.03	    20.08	     5.56	     0.08	     0.00	     5.56	   276.92	     0.00
   540.17	 -1261.67	  -539.87	    -0.50	    60.09	    13.21	    -0.51	    -0.53	    13.22	   220.00	    -8.82
   560.28	 -1255.42	  -539.08	     0.03	    20.11	     6.25	     0.79	     0.53	     6.30	   313.26	    26.36
   580.83	 -1247.78	  -538.97	    -0.85	    20.55	     7.64	     0.11	    -0.88	     7.64	   371.81	   -42.82
   602.56	 -1241.50	  -540.29	     0.05	    21.73	     6.28	    -1.32	     0.90	     6.42	   295.32	    41.42
   640.07	 -1235.97	  -538.80	     0.03	    37.51	     5.53	     1.49	    -0.02	     5.73	   152.69	    -0.53
   662.93	 -1230.41	  -538.72	     0.54	    22.86	     5.56	     0.08	     0.51	     5.56	   243.24	    22.31
   681.96	 -1221.37	  -539.29	     0.04	    19.03	     9.04	    -0.57	    -0.50	     9.06	   475.98	   -26.27
   740.07	 -1208.16	  -539.80	     0.10	    58.11	    13.21	    -0.51	     0.06	    13.22	   227.50	     1.03
   813.75	 -1185.95	  -538.07	     0.05	    73.68	    22.21	     1.73	    -0.05	    22.28	   302.35	    -0.68
   860.06	 -1170.63	  -540.67	     0.12	    46.31	    15.32	    -2.60	     0.07	    15.54	   335.54	     1.51
   881.66	 -1163.73	  -537.75	     0.05	    21.60	     6.90	     2.92	    -0.07	     7.49	   346.87	    -3.24
   920.14	 -1156.77	  -538.35	     0.06	    38.48	     6.96	    -0.60	     0.01	     6.99	   181.54	     0.26
  1000.21	 -1102.14	  -522.74	    -2.06	    80.07	    54.63	    15.61	    -2.12	    56.82	  -709.58	   -26.48
  1020.63	 -1124.85	  -535.77	     0.03	    20.42	   -22.71	   -13.03	     2.09	    26.18	 -1282.20	   102.35
  1081.85	 -1109.49	  -540.48	     0.13	    61.22	    15.36	    -4.71	     0.10	    16.07	   262.43	     1.63
  1160.85	 -1085.98	  -533.79	     0.07	    79.00	    23.51	     6.69	    -0.06	    24.44	   309.41	    -0.76
  1200.19	 -1069.23	  -537.78	     0.14	    39.34	    16.75	    -3.99	     0.07	    17.22	   437.69	     1.78
  1280.17	 -1048.49	  -531.12	     0.26	    79.98	    20.74	     6.66	     0.12	    21.78	   272.36	     1.50
  1300.50	 -1038.04	  -532.38	     0.08	    20.33	    10.45	    -1.26	    -0.18	    10.53	   517.74	    -8.85
  1321.34	  -998.96	  -540.27	     2.20	    20.84	    39.08	    -7.89	     2.12	    39.87	 -1913.08	   101.73
  1362.21	 -1014.97	  -539.80	     0.25	    40.87	   -16.01	     0.47	    -1.95	    16.02	  -391.90	   -47.71
  1440.96	  -991.50	  -529.58	     0.07	    78.75	    23.47	    10.22	    -0.18	    25.60	   325.06	    -2.29
  1481.46	  -983.12	  -531.57	     0.16	    40.50	     8.38	    -1.99	     0.09	     8.61	   212.67	     2.22
  1503.02	  -943.78	  -512.64	    -2.15	    21.56	    39.34	    18.93	    -2.31	    43.66	 -2024.93	  -107.14
  1543.58	  -959.50	  -529.11	     0.16	    40.56	   -15.72	   -16.47	     2.31	    22.77	  -561.34	    56.95
  1581.03	  -949.70	  -532.49	     0.20	    37.45	     9.80	    -3.38	     0.04	    10.37	   276.81	     1.07
  1602.60	  -942.76	  -530.98	     0.19	    21.57	     6.94	     1.51	    -0.01	     7.10	   329.27	    -0.46
  1622.36	  -933.06	  -528.72	     0.17	    19.76	     9.70	     2.26	    -0.02	     9.96	   504.04	    -1.01
  1642.93	  -924.72	  -527.89	     0.16	    20.57	     8.34	     0.83	    -0.01	     8.38	   407.45	    -0.49
  1722.89	  -909.36	  -529.78	     0.19	    79.96	    15.36	    -1.89	     0.03	    15.48	   193.54	     0.38
  1761.04	  -891.36	  -523.16	     0.11	    38.15	    18.00	     6.62	    -0.08	    19.18	   502.72	    -2.10
  1801.00	  -875.21	  -529.98	     0.25	    39.96	    16.15	    -6.82	     0.14	    17.53	   438.71	     3.50
  1861.11	  -859.30	  -522.68	     0.15	    60.11	    15.91	     7.30	    -0.10	    17.50	   291.21	    -1.66
  1923.09	  -843.35	  -517.49	     0.07	    61.98	    15.95	     5.19	    -0.08	    16.77	   270.62	    -1.29
  1941.15	  -835.63	  -520.20	     0.18	    18.06	     7.72	    -2.71	     0.11	     8.18	   453.04	     6.09
  1961.05	  -827.23	  -521.49	     0.20	    19.90	     8.40	    -1.29	     0.02	     8.50	   427.06	     1.01
  2003.45	  -811.27	  -516.30	     0.13	    42.40	    15.96	     5.19	    -0.07	    16.78	   395.82	    -1.65
  2042.09	  -802.84	  -519.01	     0.20	    38.64	     8.43	    -2.71	     0.07	     8.85	   229.16	     1.81
  2102.51	  -781.13	  -521.51	     0.26	    60.42	    21.71	    -2.50	     0.06	    21.85	   361.69	     0.99
  2141.14	  -775.68	  -513.65	     0.14	    38.63	     5.45	     7.86	    -0.12	     9.56	   247.60	    -3.11
  2162.64	  -770.83	  -511.45	     0.13	    21.50	     4.85	     2.20	    -0.01	     5.33	   247.70	    -0.47
  2181.97	  -765.88	  -514.21	     0.19	    19.33	     4.95	    -2.76	     0.06	     5.67	   293.20	     3.10
  2202.18	  -760.21	  -518.36	     0.26	    20.21	     5.67	    -4.15	     0.07	     7.03	   347.67	     3.46
  2281.62	  -749.05	  -516.78	     0.26	    79.44	    11.16	     1.58	     0.00	    11.27	   141.88	     0.00
  2321.20	  -746.38	  -509.66	     0.16	    39.58	     2.67	     7.12	    -0.10	     7.60	   192.12	    -2.53
  2341.41	  -743.50	  -513.87	     0.21	    20.21	     2.88	    -4.21	     0.05	     5.10	   252.39	     2.47
  2362.43	  -740.78	  -509.58	     0.17	    21.02	     2.72	     4.29	    -0.04	     5.08	   241.66	    -1.90
  2442.92	  -736.45	  -516.59	     0.28	    80.49	     4.33	    -7.01	     0.11	     8.24	   102.37	     1.37
  2462.87	  -735.18	  -509.49	     0.15	    19.95	     1.27	     7.10	    -0.13	     7.21	   361.54	    -6.52
