     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
     0.00	 -1348.53	  -543.25	     0.03	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    21.66	 -1348.56	  -541.13	    -0.01	    21.66	    -0.03	     2.12	    -0.04	     2.12	   -97.89	    -1.85
    41.83	 -1347.14	  -543.23	     0.03	    20.17	     1.42	    -2.10	     0.04	     2.54	   125.68	     1.98
    79.85	 -1360.29	  -547.64	     0.08	    38.02	   -13.15	    -4.41	     0.05	    13.87	  -364.80	     1.32
   100.60	 -1344.38	  -541.77	     0.00	    20.75	    15.91	     5.87	    -0.08	    16.96	   817.27	    -3.86
   121.19	 -1342.96	  -543.16	     0.03	    20.59	     1.42	    -1.39	     0.03	     1.99	    96.51	     1.46
   141.40	 -1340.18	  -543.12	     0.03	    20.21	     2.78	     0.04	     0.00	     2.78	   137.57	     0.00
   180.20	 -1338.12	  -541.68	     0.00	    38.80	     2.06	     1.44	    -0.03	     2.51	    64.78	    -0.77
   200.40	 -1336.01	  -543.06	     0.03	    20.20	     2.11	    -1.38	     0.03	     2.52	   124.81	     1.49
   220.48	 -1331.84	  -543.00	    -0.02	    20.08	     4.17	     0.06	    -0.05	     4.17	   207.69	    -2.49
   240.53	 -1330.45	  -542.98	     0.00	    20.05	     1.39	     0.02	     0.02	     1.39	    69.33	     1.00
   279.93	 -1326.30	  -541.51	    -0.05	    39.40	     4.15	     1.47	    -0.05	     4.40	   111.74	    -1.27
   301.83	 -1323.49	  -542.88	    -0.02	    21.90	     2.81	    -1.37	     0.03	     3.13	   142.75	     1.37
   321.95	 -1320.71	  -542.84	    -0.02	    20.12	     2.78	     0.04	     0.00	     2.78	   138.19	     0.00
   402.97	 -1308.20	  -542.66	    -0.02	    81.02	    12.51	     0.18	     0.00	    12.51	   154.42	     0.00
   423.93	 -1304.01	  -543.31	    -0.01	    20.96	     4.19	    -0.65	     0.01	     4.24	   202.30	     0.48
   462.05	 -1301.25	  -542.56	    -0.07	    38.12	     2.76	     0.75	    -0.06	     2.86	    75.03	    -1.57
   482.23	 -1295.68	  -542.48	    -0.09	    20.18	     5.57	     0.08	    -0.02	     5.57	   276.04	    -0.99
   523.75	 -1292.88	  -543.85	    -0.04	    41.52	     2.80	    -1.37	     0.05	     3.12	    75.08	     1.20
   541.92	 -1288.69	  -545.20	    -0.02	    18.17	     4.19	    -1.35	     0.02	     4.40	   242.27	     1.10
   612.66	 -1273.40	  -544.98	    -0.07	    70.74	    15.29	     0.22	    -0.05	    15.29	   216.17	    -0.71
   632.34	 -1270.62	  -544.94	    -0.06	    19.68	     2.78	     0.04	     0.01	     2.78	   141.27	     0.51
   684.49	 -1265.02	  -546.97	    -0.03	    52.15	     5.60	    -2.03	     0.03	     5.96	   114.22	     0.58
   784.79	 -1240.00	  -547.32	    -0.11	   100.30	    25.02	    -0.35	    -0.08	    25.02	   249.48	    -0.80
   804.78	 -1233.73	  -547.93	    -0.12	    19.99	     6.27	    -0.61	    -0.01	     6.30	   315.14	    -0.50
   842.10	 -1228.84	  -549.97	    -0.07	    37.32	     4.89	    -2.04	     0.05	     5.30	   141.97	     1.34
   862.04	 -1224.67	  -549.91	    -0.13	    19.94	     4.17	     0.06	    -0.06	     4.17	   209.15	    -3.01
   882.77	 -1219.09	  -551.24	    -0.11	    20.73	     5.58	    -1.33	     0.02	     5.74	   276.72	     0.96
   903.24	 -1214.91	  -551.89	    -0.12	    20.47	     4.18	    -0.65	    -0.01	     4.23	   206.66	    -0.49
   984.21	 -1168.48	  -544.16	    -2.31	    80.97	    46.43	     7.73	    -2.19	    47.07	  -581.31	   -27.05
  1063.65	 -1182.19	  -555.64	    -0.12	    79.44	   -13.71	   -11.48	     2.19	    17.88	  -225.10	    27.57
  1147.36	 -1166.18	  -557.53	    -0.13	    83.71	    16.01	    -1.89	    -0.01	    16.12	   192.58	    -0.12
  1167.36	 -1160.61	  -558.15	    -0.16	    20.00	     5.57	    -0.62	    -0.03	     5.60	   280.22	    -1.50
  1187.16	 -1155.04	  -558.78	    -0.14	    19.80	     5.57	    -0.63	     0.02	     5.61	   283.11	     1.01
  1223.78	 -1150.83	  -560.83	    -0.12	    36.62	     4.21	    -2.05	     0.02	     4.68	   127.87	     0.55
  1243.75	 -1143.88	  -561.44	    -0.12	    19.97	     6.95	    -0.61	     0.00	     6.98	   349.36	     0.00
  1263.71	 -1141.10	  -561.40	    -0.13	    19.96	     2.78	     0.04	    -0.01	     2.78	   139.29	    -0.50
  1285.27	 -1134.13	  -562.71	    -0.16	    21.56	     6.97	    -1.31	    -0.03	     7.09	   328.94	    -1.39
  1371.97	 -1118.77	  -566.72	    -0.13	    86.70	    15.36	    -4.01	     0.03	    15.87	   183.10	     0.35
  1403.23	 -1111.83	  -566.61	    -0.16	    31.26	     6.94	     0.11	    -0.03	     6.94	   222.04	    -0.96
  1465.16	 -1095.10	  -569.19	    -0.18	    61.93	    16.73	    -2.58	    -0.02	    16.93	   273.34	    -0.32
  1503.98	 -1089.52	  -570.53	    -0.16	    38.82	     5.58	    -1.34	     0.02	     5.74	   147.83	     0.52
  1612.42	 -1071.41	  -573.09	    -0.16	   108.44	    18.11	    -2.56	     0.00	    18.29	   168.67	     0.00
  1623.55	 -1067.21	  -574.44	    -0.17	    11.13	     4.20	    -1.35	    -0.01	     4.41	   396.37	    -0.90
  1645.46	 -1060.21	  -577.16	    -0.14	    21.91	     7.00	    -2.72	     0.03	     7.51	   342.76	     1.37
  1685.51	 -1049.07	  -578.41	    -0.16	    40.05	    11.14	    -1.25	    -0.02	    11.21	   279.90	    -0.50
  1705.29	 -1044.89	  -579.06	    -0.15	    19.78	     4.18	    -0.65	     0.01	     4.23	   213.86	     0.51
  1746.56	 -1037.92	  -579.66	    -0.18	    41.27	     6.97	    -0.60	    -0.03	     7.00	   169.51	    -0.73
  1804.82	 -1026.73	  -583.74	    -0.17	    58.26	    11.19	    -4.08	     0.01	    11.91	   204.44	     0.17
  1823.45	 -1019.75	  -585.05	    -0.16	    18.63	     6.98	    -1.31	     0.01	     7.10	   381.21	     0.54
  1943.39	  -991.83	  -590.30	    -0.18	   119.94	    27.92	    -5.25	    -0.02	    28.41	   236.86	    -0.17
  1963.61	  -986.24	  -591.63	    -0.16	    20.22	     5.59	    -1.33	     0.02	     5.75	   284.18	     0.99
  1985.35	  -980.68	  -591.55	    -0.21	    21.74	     5.56	     0.08	    -0.05	     5.56	   255.78	    -2.30
  2044.70	  -968.08	  -595.61	    -0.19	    59.35	    12.60	    -4.06	     0.02	    13.24	   223.05	     0.34
  2212.44	  -934.52	  -603.61	    -0.20	   167.74	    33.56	    -8.00	    -0.01	    34.50	   205.68	    -0.06
  2246.40	  -923.32	  -606.28	    -0.22	    33.96	    11.20	    -2.67	    -0.02	    11.51	   339.04	    -0.59
  2286.35	  -928.15	  -609.18	    -0.17	    39.95	    -4.83	    -2.90	     0.05	     5.63	  -141.02	     1.25
  2346.77	  -899.54	  -611.60	    -0.24	    60.42	    28.61	    -2.42	    -0.07	    28.71	   475.21	    -1.16
  2426.93	  -879.92	  -616.98	    -0.23	    80.16	    19.62	    -5.38	     0.01	    20.34	   253.80	     0.12
  2447.15	  -874.29	  -619.73	    -0.22	    20.22	     5.63	    -2.75	     0.01	     6.27	   309.88	     0.49
  2467.64	  -868.01	  -619.65	    -0.25	    20.49	     6.28	     0.08	    -0.03	     6.28	   306.52	    -1.46
  2487.71	  -863.08	  -622.41	    -0.20	    20.07	     4.93	    -2.76	     0.05	     5.65	   281.51	     2.49
  2570.10	  -844.16	  -626.39	    -0.25	    82.39	    18.92	    -3.98	    -0.05	    19.33	   234.67	    -0.61
  2590.30	  -839.25	  -627.74	    -0.23	    20.20	     4.91	    -1.35	     0.02	     5.09	   252.09	     0.99
  2748.61	  -827.22	  -636.07	    -0.22	   158.31	    12.03	    -8.33	     0.01	    14.63	    92.43	     0.06
  2870.75	  -775.28	  -648.11	    -0.27	   122.14	    51.94	   -12.04	    -0.05	    53.32	   436.53	    -0.41
  2891.79	  -767.59	  -648.01	    -0.30	    21.04	     7.69	     0.10	    -0.03	     7.69	   365.53	    -1.43
  2970.99	  -756.33	  -651.41	    -0.29	    79.20	    11.26	    -3.40	     0.01	    11.76	   148.51	     0.13
  2988.92	  -750.66	  -654.87	    -0.29	    17.93	     5.67	    -3.46	     0.00	     6.64	   370.46	     0.00
  3009.96	  -743.62	  -656.91	    -0.26	    21.04	     7.04	    -2.04	     0.03	     7.33	   348.37	     1.43
  3077.94	  -731.66	  -659.59	    -0.28	    67.98	    11.96	    -2.68	    -0.02	    12.26	   180.30	    -0.29
  3141.94	  -715.42	  -665.76	    -0.27	    64.00	    16.24	    -6.17	     0.01	    17.37	   271.45	     0.16
  3249.59	  -692.11	  -673.97	    -0.28	   107.65	    23.31	    -8.21	    -0.01	    24.71	   229.57	    -0.09
  3330.46	  -674.45	  -679.43	    -0.28	    80.87	    17.66	    -5.46	     0.00	    18.48	   228.57	     0.00
  3410.55	  -656.77	  -685.60	    -0.27	    80.09	    17.68	    -6.17	     0.01	    18.73	   233.81	     0.12
  3514.37	  -627.73	  -695.90	    -0.28	   103.82	    29.04	   -10.30	    -0.01	    30.81	   296.79	    -0.10
  3569.02	  -617.82	  -698.62	    -0.29	    54.65	     9.91	    -2.72	    -0.01	    10.28	   188.04	    -0.18
  3649.30	  -606.51	  -700.62	    -0.33	    80.28	    11.31	    -2.00	    -0.04	    11.49	   143.07	    -0.50
  3730.40	  -597.97	  -704.79	    -0.27	    81.10	     8.54	    -4.17	     0.06	     9.50	   117.19	     0.74
  3821.93	  -592.29	  -706.85	    -0.31	    91.53	     5.68	    -2.06	    -0.04	     6.04	    66.01	    -0.44
  3850.47	  -590.88	  -706.84	    -0.29	    28.54	     1.41	     0.01	     0.02	     1.41	    49.41	     0.70
