     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
     0.00	 -1347.18	  -540.41	     0.03	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    20.07	 -1344.40	  -540.37	     0.05	    20.07	     2.78	     0.04	     0.02	     2.78	   138.53	     1.00
   104.13	 -1336.10	  -537.42	     0.07	    84.06	     8.30	     2.95	     0.02	     8.81	   104.79	     0.24
   158.11	 -1331.78	  -546.53	     0.26	    53.98	     4.32	    -9.11	     0.19	    10.08	   186.78	     3.52
   179.58	 -1322.15	  -540.04	     0.26	    21.47	     9.63	     6.49	     0.00	    11.61	   540.88	     0.00
   200.13	 -1318.07	  -534.34	     0.22	    20.55	     4.08	     5.70	    -0.04	     7.01	   341.11	    -1.95
   220.17	 -1312.52	  -533.56	     0.21	    20.04	     5.55	     0.78	    -0.01	     5.60	   279.67	    -0.50
   258.78	 -1308.35	  -533.50	     0.29	    38.61	     4.17	     0.06	     0.08	     4.17	   108.01	     2.07
   278.59	 -1274.58	  -515.38	    -1.80	    19.81	    33.77	    18.12	    -2.09	    38.32	 -1934.59	  -105.50
   299.16	 -1297.29	  -529.11	     0.31	    20.57	   -22.71	   -13.73	     2.11	    26.54	 -1290.12	   102.58
   337.94	 -1264.31	  -506.07	    -1.83	    38.78	    32.98	    23.04	    -2.14	    40.23	 -1037.41	   -55.18
   358.03	 -1283.47	  -523.97	     0.36	    20.09	   -19.16	   -17.90	     2.19	    26.22	 -1305.15	   109.01
   379.49	 -1276.49	  -525.99	     0.42	    21.46	     6.98	    -2.02	     0.06	     7.27	   338.60	     2.80
   399.92	 -1271.02	  -520.27	     0.42	    20.43	     5.47	     5.72	     0.00	     7.91	   387.40	     0.00
   438.22	 -1264.12	  -517.35	     0.47	    38.30	     6.90	     2.92	     0.05	     7.49	   195.62	     1.31
   458.25	 -1257.24	  -513.02	     0.46	    20.03	     6.88	     4.33	    -0.01	     8.13	   405.85	    -0.50
   478.54	 -1264.04	  -522.28	     0.55	    20.29	    -6.80	    -9.26	     0.09	    11.49	  -566.22	     4.44
   518.40	 -1244.79	  -510.02	     0.55	    39.86	    19.25	    12.26	     0.00	    22.82	   572.57	     0.00
   539.48	 -1240.71	  -504.32	     0.55	    21.08	     4.08	     5.70	     0.00	     7.01	   332.53	     0.00
   559.73	 -1232.40	  -502.79	     0.60	    20.25	     8.31	     1.53	     0.05	     8.45	   417.27	     2.47
   598.32	 -1225.55	  -497.05	     0.62	    38.59	     6.85	     5.74	     0.02	     8.94	   231.59	     0.52
   618.26	 -1220.06	  -492.74	     0.60	    19.94	     5.49	     4.31	    -0.02	     6.98	   350.04	    -1.00
   638.44	 -1213.18	  -489.12	     0.66	    20.18	     6.88	     3.62	     0.06	     7.77	   385.24	     2.97
   658.65	 -1207.71	  -484.10	     0.68	    20.21	     5.47	     5.02	     0.02	     7.42	   367.36	     0.99
   679.74	 -1200.86	  -478.36	     0.71	    21.09	     6.85	     5.74	     0.03	     8.94	   423.76	     1.42
   718.64	 -1195.37	  -474.05	     0.73	    38.90	     5.49	     4.31	     0.02	     6.98	   179.43	     0.51
   738.51	 -1189.94	  -466.93	     0.73	    19.87	     5.43	     7.12	     0.00	     8.95	   450.64	     0.00
   759.17	 -1184.43	  -464.02	     0.76	    20.66	     5.51	     2.91	     0.03	     6.23	   301.61	     1.45
   779.79	 -1176.19	  -458.26	     0.79	    20.62	     8.24	     5.76	     0.03	    10.05	   487.57	     1.45
   819.28	 -1172.12	  -452.56	     0.81	    39.49	     4.07	     5.70	     0.02	     7.00	   177.36	     0.51
   860.98	 -1159.80	  -442.51	     0.90	    41.70	    12.32	    10.05	     0.09	    15.90	   381.28	     2.16
   899.10	 -1155.75	  -435.40	     0.87	    38.12	     4.05	     7.11	    -0.03	     8.18	   214.65	    -0.79
   919.17	 -1150.33	  -427.57	     0.90	    20.07	     5.42	     7.83	     0.03	     9.52	   474.48	     1.49
   940.32	 -1143.47	  -422.53	     0.94	    21.15	     6.86	     5.04	     0.04	     8.51	   402.48	     1.89
   960.62	 -1140.82	  -415.44	     0.95	    20.30	     2.65	     7.09	     0.01	     7.57	   372.86	     0.49
  1000.41	 -1133.99	  -408.99	     0.96	    39.79	     6.83	     6.45	     0.01	     9.39	   236.10	     0.25
  1021.11	 -1131.35	  -401.20	     0.98	    20.70	     2.64	     7.79	     0.02	     8.23	   397.35	     0.97
  1061.28	 -1123.26	  -386.97	     1.03	    40.17	     8.09	    14.23	     0.05	    16.37	   407.49	     1.24
