     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
     0.00	 -1199.08	  -341.58	    -2.27	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    20.42	  -974.41	  -157.79	    -2.95	    20.42	   224.67	   183.79	    -0.68	   290.27	-14214.88	   -33.30
   161.08	 -1092.68	  -157.00	     0.80	   140.66	  -118.27	     0.79	     3.75	   118.27	  -840.84	    26.66
   402.99	 -1067.94	  -179.23	     1.58	   241.91	    24.74	   -22.23	     0.78	    33.26	  -137.49	     3.22
   462.23	 -1094.91	   -74.13	    -1.15	    59.24	   -26.97	   105.10	    -2.73	   108.51	 -1831.62	   -46.08
   542.42	 -1105.27	   -77.85	    -1.10	    80.19	   -10.36	    -3.72	     0.05	    11.01	  -137.27	     0.62
   562.47	 -1086.74	  -139.91	    -0.74	    20.05	    18.53	   -62.06	     0.36	    64.77	  3230.29	    17.96
   623.35	 -1103.05	   -84.91	    -1.10	    60.88	   -16.31	    55.00	    -0.36	    57.37	  -942.30	    -5.91
   729.14	 -1105.38	  -109.77	    -0.95	   105.79	    -2.33	   -24.86	     0.15	    24.97	   236.02	     1.42
   806.43	 -1120.14	  -100.79	    -0.87	    77.29	   -14.76	     8.98	     0.08	    17.28	  -223.54	     1.04
   903.93	 -1099.04	  -113.92	    -0.94	    97.50	    21.10	   -13.13	    -0.07	    24.85	   254.89	    -0.72
   965.31	 -1106.15	  -105.53	    -0.86	    61.38	    -7.11	     8.39	     0.08	    11.00	  -179.17	     1.30
  1225.74	 -1117.86	  -185.68	     1.21	   260.43	   -11.71	   -80.15	     2.07	    81.00	  -311.03	     7.95
  1300.26	 -1118.74	  -176.50	     1.19	    74.52	    -0.88	     9.18	    -0.02	     9.22	   123.75	    -0.27
  1387.57	 -1060.79	  -152.21	    -3.05	    87.31	    57.95	    24.29	    -4.24	    62.83	  -719.67	   -48.56
  1467.39	 -1099.75	   -75.63	    -1.09	    79.82	   -38.96	    76.58	     1.96	    85.92	 -1076.43	    24.56
  1526.98	 -1123.35	   -77.42	    -0.97	    59.59	   -23.60	    -1.79	     0.12	    23.67	  -397.18	     2.01
  1627.32	 -1105.29	  -114.73	    -0.83	   100.34	    18.06	   -37.31	     0.14	    41.45	   413.11	     1.40
  1768.56	 -1091.64	  -100.33	    -1.10	   141.24	    13.65	    14.40	    -0.27	    19.84	  -140.48	    -1.91
  1867.22	 -1068.65	  -178.53	     1.55	    98.66	    22.99	   -78.20	     2.65	    81.51	  -826.16	    26.86
  2107.96	 -1061.47	  -152.93	    -3.05	   240.74	     7.18	    25.60	    -4.60	    26.59	  -110.44	   -19.11
  2147.28	 -1049.98	  -135.01	    -2.95	    39.32	    11.49	    17.92	     0.10	    21.29	  -541.38	     2.54
  2208.18	 -1089.32	   -75.46	    -1.18	    60.90	   -39.34	    59.55	     1.77	    71.37	 -1171.94	    29.06
  2410.65	 -1106.94	  -100.58	    -0.85	   202.47	   -17.62	   -25.12	     0.33	    30.68	   151.55	     1.63
  2430.87	 -1082.26	   -81.02	    -1.16	    20.22	    24.68	    19.56	    -0.31	    31.49	 -1557.43	   -15.33
  2548.78	 -1101.19	   -72.81	    -1.13	   117.91	   -18.93	     8.21	     0.03	    20.63	  -175.00	     0.25
  2568.90	 -1114.40	   -73.02	    -1.01	    20.12	   -13.21	    -0.21	     0.12	    13.21	  -656.64	     5.96
  2609.75	 -1067.40	  -170.73	     1.55	    40.85	    47.00	   -97.71	     2.56	   108.43	 -2654.25	    62.67
  2689.45	 -1113.91	  -174.30	     1.25	    79.70	   -46.51	    -3.57	    -0.30	    46.65	  -585.28	    -3.76
  2890.28	 -1050.14	  -126.50	    -2.85	   200.83	    63.77	    47.80	    -4.10	    79.70	  -396.83	   -20.42
  2929.13	 -1157.36	  -118.41	    -0.57	    38.85	  -107.22	     8.09	     2.28	   107.52	 -2767.69	    58.69
  3029.06	 -1056.62	  -152.14	    -3.09	    99.93	   100.74	   -33.73	    -2.52	   106.24	 -1063.11	   -25.22
  3050.15	 -1055.61	  -131.55	     3.08	    21.09	     1.01	    20.59	     6.17	    20.61	   977.47	   292.56
  3272.21	 -1065.62	  -154.41	    -3.06	   222.06	   -10.01	   -22.86	    -6.14	    24.96	   112.38	   -27.65
  3431.63	 -1116.49	  -184.95	     1.24	   159.42	   -50.87	   -30.54	     4.30	    59.33	  -372.18	    26.97
  3571.69	 -1055.56	  -134.39	    -2.86	   140.06	    60.93	    50.56	    -4.10	    79.18	  -565.30	   -29.27
  3752.11	 -1117.86	  -185.68	     1.22	   180.42	   -62.30	   -51.29	     4.08	    80.70	  -447.27	    22.61
  3832.94	 -1101.84	  -113.26	    -0.91	    80.83	    16.02	    72.42	    -2.13	    74.17	  -917.61	   -26.35
