     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
     0.00	 -1723.18	  -544.36	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    19.69	 -1721.77	  -544.34	     0.00	    19.69	     1.41	     0.02	     0.00	     1.41	    71.62	     0.00
    39.71	 -1721.77	  -544.34	     0.14	    20.02	     0.00	     0.00	     0.14	     0.00	     0.00	     6.99
    59.84	 -1720.37	  -544.32	     0.00	    20.13	     1.40	     0.02	    -0.14	     1.40	    69.56	    -6.95
   100.90	 -1717.55	  -544.28	    -0.04	    41.06	     2.82	     0.04	    -0.04	     2.82	    68.69	    -0.97
   119.79	 -1713.33	  -544.22	     0.04	    18.89	     4.22	     0.06	     0.08	     4.22	   223.42	     4.24
   159.91	 -1711.91	  -545.62	    -0.05	    40.12	     1.42	    -1.40	    -0.09	     1.99	    49.70	    -2.24
   179.71	 -1707.67	  -546.97	    -0.05	    19.80	     4.24	    -1.35	     0.00	     4.45	   224.73	     0.00
   199.99	 -1703.49	  -544.08	     0.01	    20.28	     4.18	     2.89	     0.06	     5.08	   250.58	     2.96
   240.08	 -1695.02	  -546.79	    -0.14	    40.09	     8.47	    -2.71	    -0.15	     8.89	   221.83	    -3.74
   281.22	 -1683.74	  -549.46	    -0.16	    41.14	    11.28	    -2.67	    -0.02	    11.59	   281.76	    -0.49
   320.27	 -1678.12	  -549.38	    -0.20	    39.05	     5.62	     0.08	    -0.04	     5.62	   143.93	    -1.02
   400.24	 -1661.17	  -556.20	    -0.23	    79.97	    16.95	    -6.82	    -0.03	    18.27	   228.47	    -0.38
   442.11	 -1649.93	  -557.46	    -0.34	    41.87	    11.24	    -1.26	    -0.11	    11.31	   270.13	    -2.63
   462.76	 -1644.28	  -560.20	    -0.34	    20.65	     5.65	    -2.74	     0.00	     6.28	   304.08	     0.00
   500.25	 -1638.63	  -562.95	    -0.34	    37.49	     5.65	    -2.75	     0.00	     6.28	   167.61	     0.00
   541.77	 -1625.23	  -568.40	    -0.52	    41.52	    13.40	    -5.45	    -0.18	    14.47	   348.41	    -4.34
   563.73	 -1604.54	  -594.24	     1.65	    21.96	    20.69	   -25.84	     2.17	    33.10	 -1507.40	    98.82
   601.76	 -1612.52	  -575.28	    -0.51	    38.03	    -7.98	    18.96	    -2.16	    20.57	  -540.91	   -56.80
   623.46	 -1594.64	  -601.15	     1.55	    21.70	    17.88	   -25.87	     2.06	    31.45	 -1449.20	    94.93
   643.21	 -1597.01	  -582.12	    -0.66	    19.75	    -2.37	    19.03	    -2.21	    19.18	  -970.99	  -111.90
   663.32	 -1592.75	  -586.30	    -0.58	    20.11	     4.26	    -4.18	     0.08	     5.97	   296.78	     3.98
   701.80	 -1587.11	  -589.04	    -0.60	    38.48	     5.64	    -2.74	    -0.02	     6.27	   162.95	    -0.52
   722.83	 -1580.05	  -593.17	    -0.63	    21.03	     7.06	    -4.13	    -0.03	     8.18	   388.93	    -1.43
   743.22	 -1501.93	  -630.15	     2.54	    20.39	    78.12	   -36.98	     3.17	    86.43	 -4238.87	   155.47
